ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,SE-1631,Xray-NaI
5665,1894.834,7.260,16.206,16.195,0.000,16.194,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5666,1895.186,17.445,16.217,16.206,0.000,16.206,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5667,1895.539,11.371,16.228,16.217,0.000,16.217,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5668,1895.891,6.001,16.239,16.228,0.000,16.228,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5669,1896.244,15.852,16.250,16.239,0.000,16.239,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5670,1896.596,15.593,16.261,16.251,0.000,16.250,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5671,1896.949,9.778,16.272,16.262,0.000,16.261,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5672,1897.301,15.519,16.283,16.273,0.000,16.273,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5673,1897.654,9.519,16.294,16.284,0.000,16.284,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5674,1898.007,13.001,16.305,16.295,0.000,16.295,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5675,1898.360,12.371,16.315,16.306,0.000,16.306,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5676,1898.712,10.001,16.326,16.317,0.000,16.317,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5677,1899.065,8.223,16.337,16.329,0.000,16.328,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5678,1899.418,10.371,16.348,16.340,0.000,16.339,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5679,1899.771,14.667,16.359,16.351,0.000,16.351,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5680,1900.124,11.519,16.370,16.362,0.000,16.362,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5681,1900.477,10.667,16.381,16.373,0.000,16.373,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5682,1900.830,12.889,16.392,16.384,0.000,16.384,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5683,1901.183,8.297,16.403,16.395,0.000,16.395,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5684,1901.536,14.075,16.414,16.407,0.000,16.406,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5685,1901.889,14.630,16.425,16.418,0.000,16.417,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5686,1902.243,17.149,16.436,16.429,0.000,16.429,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5687,1902.596,17.001,16.447,16.440,0.000,16.440,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5688,1902.949,18.149,16.458,16.451,0.000,16.451,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5689,1903.302,13.075,16.469,16.462,0.000,16.462,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5690,1903.656,15.075,16.480,16.473,0.000,16.473,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5691,1904.009,16.408,16.491,16.485,0.000,16.484,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5692,1904.363,4.926,16.502,16.496,0.000,16.496,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5693,1904.716,9.741,16.513,16.507,0.000,16.507,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5694,1905.070,15.149,16.524,16.518,0.000,16.518,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5695,1905.423,10.075,16.535,16.529,0.000,16.529,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5696,1905.777,14.223,16.546,16.540,0.000,16.540,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5697,1906.131,18.001,16.557,16.551,0.000,16.551,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5698,1906.484,15.149,16.568,16.563,0.000,16.562,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5699,1906.838,13.445,16.579,16.574,0.000,16.574,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5700,1907.192,20.001,16.590,16.585,0.000,16.585,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5701,1907.546,13.852,16.601,16.596,0.000,16.596,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5702,1907.900,13.778,16.612,16.607,0.000,16.607,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5703,1908.254,18.926,16.623,16.618,0.000,16.618,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5704,1908.608,18.519,16.634,16.629,0.000,16.629,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5705,1908.962,16.371,16.645,16.641,0.000,16.640,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5706,1909.316,7.223,16.656,16.652,0.000,16.652,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5707,1909.670,12.075,16.667,16.663,0.000,16.663,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5708,1910.024,18.741,16.678,16.674,0.000,16.674,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5709,1910.378,24.371,16.689,16.685,0.000,16.685,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5710,1910.732,5.630,16.700,16.696,0.000,16.696,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5711,1911.087,18.482,16.711,16.707,0.000,16.707,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5712,1911.441,9.667,16.722,16.719,0.000,16.718,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5713,1911.795,15.630,16.733,16.730,0.000,16.730,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5714,1912.150,20.001,16.744,16.741,0.000,16.741,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5715,1912.504,12.223,16.755,16.752,0.000,16.752,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5716,1912.858,10.741,16.767,16.763,0.000,16.763,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5717,1913.213,11.704,16.778,16.774,0.000,16.774,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5718,1913.568,10.075,16.789,16.785,0.000,16.785,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5719,1913.922,8.149,16.800,16.797,0.000,16.797,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5720,1914.277,10.001,16.811,16.808,0.000,16.808,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5721,1914.632,17.149,16.822,16.819,0.000,16.819,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5722,1914.986,6.223,16.833,16.830,0.000,16.830,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5723,1915.341,12.371,16.844,16.841,0.000,16.841,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5724,1915.696,7.001,16.855,16.852,0.000,16.852,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5725,1916.051,14.001,16.866,16.863,0.000,16.863,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5726,1916.406,10.445,16.877,16.875,0.000,16.875,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5727,1916.761,14.593,16.888,16.886,0.000,16.886,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5728,1917.116,19.075,16.899,16.897,0.000,16.897,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5729,1917.471,13.852,16.910,16.908,0.000,16.908,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5730,1917.826,16.778,16.922,16.919,0.000,16.919,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5731,1918.181,13.371,16.933,16.930,0.000,16.930,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5732,1918.536,13.926,16.944,16.942,0.000,16.941,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5733,1918.891,9.778,16.955,16.953,0.000,16.953,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5734,1919.246,14.223,16.966,16.964,0.000,16.964,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5735,1919.602,10.371,16.977,16.975,0.000,16.975,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5736,1919.957,14.519,16.988,16.986,0.000,16.986,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5737,1920.312,17.371,16.999,16.997,0.000,16.997,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5738,1920.668,16.556,17.010,17.008,0.000,17.008,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5739,1921.023,5.149,17.021,17.020,0.000,17.019,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5740,1921.379,17.001,17.032,17.031,0.000,17.031,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5741,1921.734,8.556,17.044,17.042,0.000,17.042,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5742,1922.090,21.778,17.055,17.053,0.000,17.053,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5743,1922.446,12.741,17.066,17.064,0.000,17.064,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5744,1922.801,15.223,17.077,17.075,0.000,17.075,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5745,1923.157,10.445,17.088,17.086,0.000,17.086,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5746,1923.513,16.334,17.099,17.098,0.000,17.097,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5747,1923.869,15.482,17.110,17.109,0.000,17.109,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5748,1924.225,15.223,17.121,17.120,0.000,17.120,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5749,1924.580,11.926,17.132,17.131,0.000,17.131,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5750,1924.936,18.593,17.144,17.142,0.000,17.142,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5751,1925.292,19.667,17.155,17.153,0.000,17.153,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5752,1925.648,14.445,17.166,17.164,0.000,17.164,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5753,1926.005,18.001,17.177,17.176,0.000,17.175,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5754,1926.361,9.149,17.188,17.187,0.000,17.187,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5755,1926.717,11.482,17.199,17.198,0.000,17.198,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5756,1927.073,10.704,17.210,17.209,0.000,17.209,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5757,1927.429,10.482,17.221,17.220,0.000,17.220,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5758,1927.786,10.852,17.232,17.231,0.000,17.231,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5759,1928.142,13.408,17.244,17.242,0.000,17.242,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5760,1928.498,11.926,17.255,17.254,0.000,17.253,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5761,1928.855,12.482,17.266,17.265,0.000,17.265,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5762,1929.211,13.852,17.277,17.276,0.000,17.276,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5763,1929.568,13.704,17.288,17.287,0.000,17.287,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5764,1929.924,12.778,17.299,17.298,0.000,17.298,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5765,1930.281,14.778,17.310,17.309,0.000,17.309,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5766,1930.638,15.149,17.321,17.320,0.000,17.320,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5767,1930.994,8.149,17.332,17.332,0.000,17.332,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5768,1931.351,9.926,17.344,17.343,0.000,17.343,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5769,1931.708,10.445,17.355,17.354,0.000,17.354,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5770,1932.065,15.186,17.366,17.365,0.000,17.365,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5771,1932.422,14.630,17.377,17.376,0.000,17.376,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5772,1932.779,13.926,17.388,17.387,0.000,17.387,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5773,1933.135,15.149,17.399,17.398,0.000,17.398,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5774,1933.493,16.223,17.410,17.410,0.000,17.410,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5775,1933.850,17.482,17.421,17.421,0.000,17.421,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5776,1934.207,15.556,17.433,17.432,0.000,17.432,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5777,1934.564,11.371,17.444,17.443,0.000,17.443,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5778,1934.921,15.149,17.455,17.454,0.000,17.454,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5779,1935.278,19.445,17.466,17.465,0.000,17.465,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5780,1935.636,15.445,17.477,17.476,0.000,17.476,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5781,1935.993,4.630,17.488,17.488,0.000,17.488,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5782,1936.350,14.186,17.499,17.499,0.000,17.499,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5783,1936.708,13.704,17.510,17.510,0.000,17.510,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5784,1937.065,15.223,17.522,17.521,0.000,17.521,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5785,1937.423,17.742,17.533,17.532,0.000,17.532,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5786,1937.780,14.001,17.544,17.543,0.000,17.543,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5787,1938.138,14.260,17.555,17.554,0.000,17.554,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5788,1938.495,19.223,17.566,17.566,0.000,17.566,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5789,1938.853,11.001,17.577,17.577,0.000,17.577,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5790,1939.211,17.852,17.588,17.588,0.000,17.588,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5791,1939.569,14.926,17.600,17.599,0.000,17.599,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5792,1939.927,18.075,17.611,17.610,0.000,17.610,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5793,1940.284,13.223,17.622,17.621,0.000,17.621,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5794,1940.642,12.149,17.633,17.632,0.000,17.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5795,1941.000,12.001,17.644,17.644,0.000,17.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5796,1941.358,10.852,17.655,17.655,0.000,17.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5797,1941.716,13.075,17.666,17.666,0.000,17.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5798,1942.074,15.445,17.677,17.677,0.000,17.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5799,1942.433,11.297,17.689,17.688,0.000,17.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5800,1942.791,13.001,17.700,17.699,0.000,17.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5801,1943.149,11.186,17.711,17.710,0.000,17.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5802,1943.507,11.519,17.722,17.722,0.000,17.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5803,1943.866,19.149,17.733,17.733,0.000,17.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5804,1944.224,9.926,17.744,17.744,0.000,17.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5805,1944.582,11.630,17.755,17.755,0.000,17.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5806,1944.941,6.630,17.767,17.766,0.000,17.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5807,1945.299,14.408,17.778,17.777,0.000,17.777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5808,1945.658,19.223,17.789,17.788,0.000,17.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5809,1946.017,16.334,17.800,17.800,0.000,17.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5810,1946.375,20.371,17.811,17.811,0.000,17.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5811,1946.734,18.149,17.822,17.822,0.000,17.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5812,1947.093,23.926,17.833,17.833,0.000,17.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5813,1947.451,9.704,17.844,17.844,0.000,17.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5814,1947.810,20.112,17.856,17.855,0.000,17.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5815,1948.169,15.075,17.867,17.866,0.000,17.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5816,1948.528,12.445,17.878,17.878,0.000,17.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5817,1948.887,18.926,17.889,17.889,0.000,17.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5818,1949.246,18.667,17.900,17.900,0.000,17.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5819,1949.605,22.630,17.911,17.911,0.000,17.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5820,1949.964,13.149,17.922,17.922,0.000,17.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5821,1950.323,25.889,17.934,17.933,0.000,17.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5822,1950.683,17.297,17.945,17.944,0.000,17.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5823,1951.042,14.704,17.956,17.956,0.000,17.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5824,1951.401,17.001,17.967,17.967,0.000,17.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5825,1951.761,15.075,17.978,17.978,0.000,17.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5826,1952.120,18.408,17.989,17.989,0.000,17.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5827,1952.479,11.334,18.000,18.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5828,1952.839,12.371,18.012,18.011,0.000,18.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5829,1953.198,16.297,18.023,18.022,0.000,18.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5830,1953.558,9.408,18.034,18.034,0.000,18.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5831,1953.918,14.075,18.045,18.045,0.000,18.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5832,1954.277,10.926,18.056,18.056,0.000,18.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5833,1954.637,14.408,18.067,18.067,0.000,18.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5834,1954.997,12.630,18.078,18.078,0.000,18.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5835,1955.357,19.926,18.089,18.089,0.000,18.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5836,1955.717,14.852,18.101,18.100,0.000,18.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5837,1956.076,15.778,18.112,18.112,0.000,18.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
