ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th
3175,1074.206,40.785,52.396,48.942,9.151,40.721,0.000,2.523,0.000,0.000,0.000,0.000,0.000
3176,1074.534,42.822,52.319,48.857,9.137,40.663,0.000,2.519,0.000,0.000,0.000,0.000,0.000
3177,1074.862,52.415,52.242,48.771,9.123,40.605,0.000,2.515,0.000,0.000,0.000,0.000,0.000
3178,1075.190,49.636,52.166,48.686,9.109,40.546,0.000,2.510,0.000,0.000,0.000,0.000,0.000
3179,1075.518,48.710,52.089,48.600,9.094,40.488,0.000,2.506,0.000,0.000,0.000,0.000,0.000
3180,1075.846,65.118,52.012,48.514,9.080,40.430,0.000,2.502,0.000,0.000,0.000,0.000,0.000
3181,1076.174,59.044,51.935,48.429,9.066,40.372,0.000,2.497,0.000,0.000,0.000,0.000,0.000
3182,1076.502,50.081,51.858,48.343,9.052,40.313,0.000,2.493,0.000,0.000,0.000,0.000,0.000
3183,1076.830,51.637,51.781,48.258,9.037,40.255,0.000,2.488,0.000,0.000,0.000,0.000,0.000
3184,1077.157,58.081,51.703,48.172,9.023,40.197,0.000,2.484,0.000,0.000,0.000,0.000,0.000
3185,1077.485,46.192,51.626,48.086,9.009,40.138,0.000,2.479,0.000,0.000,0.000,0.000,0.000
3186,1077.813,53.044,51.549,48.001,8.995,40.080,0.000,2.474,0.000,0.000,0.000,0.000,0.000
3187,1078.141,47.489,51.471,47.915,8.980,40.022,0.000,2.469,0.000,0.000,0.000,0.000,0.000
3188,1078.469,52.747,51.393,47.830,8.966,39.963,0.000,2.464,0.000,0.000,0.000,0.000,0.000
3189,1078.797,57.303,51.316,47.744,8.952,39.905,0.000,2.459,0.000,0.000,0.000,0.000,0.000
3190,1079.125,57.895,51.238,47.658,8.938,39.847,0.000,2.454,0.000,0.000,0.000,0.000,0.000
3191,1079.452,51.007,51.160,47.573,8.923,39.788,0.000,2.448,0.000,0.000,0.000,0.000,0.000
3192,1079.780,33.414,51.082,47.487,8.909,39.730,0.000,2.443,0.000,0.000,0.000,0.000,0.000
3193,1080.108,73.007,51.004,47.402,8.895,39.671,0.000,2.438,0.000,0.000,0.000,0.000,0.000
3194,1080.436,53.229,50.926,47.316,8.881,39.613,0.000,2.432,0.000,0.000,0.000,0.000,0.000
3195,1080.764,38.785,50.847,47.230,8.867,39.554,0.000,2.426,0.000,0.000,0.000,0.000,0.000
3196,1081.091,55.599,50.769,47.145,8.853,39.495,0.000,2.421,0.000,0.000,0.000,0.000,0.000
3197,1081.419,53.155,50.690,47.059,8.838,39.437,0.000,2.415,0.000,0.000,0.000,0.000,0.000
3198,1081.747,48.377,50.611,46.974,8.824,39.378,0.000,2.409,0.000,0.000,0.000,0.000,0.000
3199,1082.075,67.489,50.532,46.888,8.810,39.319,0.000,2.403,0.000,0.000,0.000,0.000,0.000
3200,1082.402,65.452,50.453,46.802,8.796,39.260,0.000,2.397,0.000,0.000,0.000,0.000,0.000
3201,1082.730,49.636,50.374,46.717,8.781,39.201,0.000,2.391,0.000,0.000,0.000,0.000,0.000
3202,1083.058,50.822,50.294,46.631,8.767,39.142,0.000,2.385,0.000,0.000,0.000,0.000,0.000
3203,1083.386,63.229,50.215,46.546,8.753,39.083,0.000,2.379,0.000,0.000,0.000,0.000,0.000
3204,1083.713,67.044,50.135,46.460,8.739,39.024,0.000,2.372,0.000,0.000,0.000,0.000,0.000
3205,1084.041,65.710,50.055,46.374,8.724,38.964,0.000,2.366,0.000,0.000,0.000,0.000,0.000
3206,1084.369,61.489,49.975,46.289,8.710,38.905,0.000,2.360,0.000,0.000,0.000,0.000,0.000
3207,1084.696,47.340,49.894,46.203,8.696,38.846,0.000,2.353,0.000,0.000,0.000,0.000,0.000
3208,1085.024,44.895,49.814,46.118,8.681,38.786,0.000,2.346,0.000,0.000,0.000,0.000,0.000
3209,1085.352,44.970,49.733,46.032,8.667,38.727,0.000,2.340,0.000,0.000,0.000,0.000,0.000
3210,1085.679,31.304,49.653,45.946,8.653,38.667,0.000,2.333,0.000,0.000,0.000,0.000,0.000
3211,1086.007,65.340,49.572,45.861,8.638,38.607,0.000,2.326,0.000,0.000,0.000,0.000,0.000
3212,1086.335,51.859,49.490,45.775,8.624,38.547,0.000,2.319,0.000,0.000,0.000,0.000,0.000
3213,1086.662,64.525,49.409,45.690,8.610,38.487,0.000,2.312,0.000,0.000,0.000,0.000,0.000
3214,1086.990,43.045,49.328,45.604,8.595,38.427,0.000,2.305,0.000,0.000,0.000,0.000,0.000
3215,1087.317,67.600,49.246,45.518,8.581,38.367,0.000,2.298,0.000,0.000,0.000,0.000,0.000
3216,1087.645,48.896,49.164,45.433,8.567,38.307,0.000,2.291,0.000,0.000,0.000,0.000,0.000
3217,1087.972,53.266,49.083,45.347,8.553,38.246,0.000,2.284,0.000,0.000,0.000,0.000,0.000
3218,1088.300,33.415,49.001,45.262,8.538,38.186,0.000,2.277,0.000,0.000,0.000,0.000,0.000
3219,1088.628,49.636,48.918,45.176,8.524,38.125,0.000,2.269,0.000,0.000,0.000,0.000,0.000
3220,1088.955,40.303,48.836,45.090,8.510,38.064,0.000,2.262,0.000,0.000,0.000,0.000,0.000
3221,1089.283,51.673,48.753,45.005,8.495,38.003,0.000,2.255,0.000,0.000,0.000,0.000,0.000
3222,1089.610,67.007,48.671,44.919,8.481,37.942,0.000,2.247,0.000,0.000,0.000,0.000,0.000
3223,1089.938,47.007,48.588,44.834,8.467,37.881,0.000,2.240,0.000,0.000,0.000,0.000,0.000
3224,1090.265,55.377,48.505,44.748,8.453,37.820,0.000,2.232,0.000,0.000,0.000,0.000,0.000
3225,1090.593,69.006,48.422,44.662,8.438,37.759,0.000,2.225,0.000,0.000,0.000,0.000,0.000
3226,1090.920,55.155,48.339,44.577,8.424,37.697,0.000,2.217,0.000,0.000,0.000,0.000,0.000
3227,1091.248,39.414,48.255,44.491,8.410,37.636,0.000,2.209,0.000,0.000,0.000,0.000,0.000
3228,1091.575,58.155,48.172,44.406,8.396,37.574,0.000,2.202,0.000,0.000,0.000,0.000,0.000
3229,1091.903,34.970,48.088,44.320,8.382,37.513,0.000,2.194,0.000,0.000,0.000,0.000,0.000
3230,1092.230,61.340,48.004,44.234,8.368,37.451,0.000,2.186,0.000,0.000,0.000,0.000,0.000
3231,1092.557,43.933,47.920,44.149,8.354,37.389,0.000,2.178,0.000,0.000,0.000,0.000,0.000
3232,1092.885,55.674,47.836,44.063,8.339,37.326,0.000,2.170,0.000,0.000,0.000,0.000,0.000
3233,1093.212,49.970,47.752,43.978,8.325,37.264,0.000,2.162,0.000,0.000,0.000,0.000,0.000
3234,1093.540,47.414,47.668,43.892,8.311,37.202,0.000,2.155,0.000,0.000,0.000,0.000,0.000
3235,1093.867,36.599,47.583,43.806,8.297,37.139,0.000,2.147,0.000,0.000,0.000,0.000,0.000
3236,1094.194,40.784,47.498,43.721,8.283,37.076,0.000,2.139,0.000,0.000,0.000,0.000,0.000
3237,1094.522,53.340,47.413,43.635,8.269,37.014,0.000,2.131,0.000,0.000,0.000,0.000,0.000
3238,1094.849,70.488,47.328,43.550,8.255,36.951,0.000,2.123,0.000,0.000,0.000,0.000,0.000
3239,1095.177,56.155,47.243,43.464,8.241,36.887,0.000,2.115,0.000,0.000,0.000,0.000,0.000
3240,1095.504,44.710,47.157,43.378,8.227,36.824,0.000,2.106,0.000,0.000,0.000,0.000,0.000
3241,1095.831,54.229,47.072,43.293,8.213,36.761,0.000,2.098,0.000,0.000,0.000,0.000,0.000
3242,1096.159,48.451,46.986,43.207,8.198,36.697,0.000,2.090,0.000,0.000,0.000,0.000,0.000
3243,1096.486,63.192,46.900,43.122,8.184,36.633,0.000,2.082,0.000,0.000,0.000,0.000,0.000
3244,1096.813,44.932,46.813,43.036,8.170,36.569,0.000,2.074,0.000,0.000,0.000,0.000,0.000
3245,1097.141,61.117,46.727,42.950,8.156,36.505,0.000,2.066,0.000,0.000,0.000,0.000,0.000
3246,1097.468,43.006,46.640,42.865,8.141,36.441,0.000,2.058,0.000,0.000,0.000,0.000,0.000
3247,1097.795,46.377,46.553,42.779,8.127,36.376,0.000,2.050,0.000,0.000,0.000,0.000,0.000
3248,1098.122,63.155,46.466,42.694,8.113,36.312,0.000,2.041,0.000,0.000,0.000,0.000,0.000
3249,1098.450,44.858,46.379,42.608,8.098,36.247,0.000,2.033,0.000,0.000,0.000,0.000,0.000
3250,1098.777,63.117,46.291,42.522,8.084,36.182,0.000,2.025,0.000,0.000,0.000,0.000,0.000
3251,1099.104,52.673,46.204,42.437,8.070,36.117,0.000,2.017,0.000,0.000,0.000,0.000,0.000
3252,1099.431,52.562,46.116,42.351,8.055,36.052,0.000,2.009,0.000,0.000,0.000,0.000,0.000
3253,1099.759,45.710,46.028,42.266,8.041,35.987,0.000,2.001,0.000,0.000,0.000,0.000,0.000
3254,1100.086,52.784,45.940,42.180,8.026,35.921,0.000,1.992,0.000,0.000,0.000,0.000,0.000
3255,1100.413,53.970,45.852,42.094,8.012,35.855,0.000,1.984,0.000,0.000,0.000,0.000,0.000
3256,1100.740,54.969,45.763,42.009,7.997,35.790,0.000,1.976,0.000,0.000,0.000,0.000,0.000
3257,1101.067,53.229,45.674,41.923,7.983,35.724,0.000,1.968,0.000,0.000,0.000,0.000,0.000
3258,1101.395,48.488,45.586,41.838,7.968,35.657,0.000,1.960,0.000,0.000,0.000,0.000,0.000
3259,1101.722,41.191,45.497,41.752,7.954,35.591,0.000,1.952,0.000,0.000,0.000,0.000,0.000
3260,1102.049,42.784,45.407,41.666,7.939,35.525,0.000,1.944,0.000,0.000,0.000,0.000,0.000
3261,1102.376,44.081,45.318,41.581,7.924,35.458,0.000,1.935,0.000,0.000,0.000,0.000,0.000
3262,1102.703,53.784,45.229,41.495,7.910,35.391,0.000,1.927,0.000,0.000,0.000,0.000,0.000
3263,1103.030,51.303,45.139,41.410,7.895,35.324,0.000,1.919,0.000,0.000,0.000,0.000,0.000
3264,1103.357,56.155,45.049,41.324,7.880,35.257,0.000,1.911,0.000,0.000,0.000,0.000,0.000
3265,1103.684,44.044,44.959,41.238,7.866,35.190,0.000,1.903,0.000,0.000,0.000,0.000,0.000
3266,1104.012,55.006,44.869,41.153,7.851,35.123,0.000,1.895,0.000,0.000,0.000,0.000,0.000
3267,1104.339,55.821,44.779,41.067,7.836,35.055,0.000,1.887,0.000,0.000,0.000,0.000,0.000
3268,1104.666,58.970,44.688,40.982,7.821,34.988,0.000,1.879,0.000,0.000,0.000,0.000,0.000
3269,1104.993,52.672,44.598,40.896,7.806,34.920,0.000,1.871,0.000,0.000,0.000,0.000,0.000
3270,1105.320,53.821,44.507,40.810,7.791,34.852,0.000,1.863,0.000,0.000,0.000,0.000,0.000
3271,1105.647,46.599,44.416,40.725,7.776,34.784,0.000,1.856,0.000,0.000,0.000,0.000,0.000
3272,1105.974,48.229,44.325,40.639,7.761,34.716,0.000,1.848,0.000,0.000,0.000,0.000,0.000
3273,1106.301,50.006,44.234,40.554,7.746,34.648,0.000,1.840,0.000,0.000,0.000,0.000,0.000
3274,1106.628,61.525,44.143,40.468,7.731,34.579,0.000,1.832,0.000,0.000,0.000,0.000,0.000
3275,1106.955,33.191,44.051,40.382,7.716,34.511,0.000,1.824,0.000,0.000,0.000,0.000,0.000
3276,1107.282,48.969,43.960,40.297,7.701,34.442,0.000,1.817,0.000,0.000,0.000,0.000,0.000
3277,1107.609,43.006,43.868,40.211,7.686,34.373,0.000,1.809,0.000,0.000,0.000,0.000,0.000
3278,1107.936,50.043,43.776,40.126,7.670,34.305,0.000,1.801,0.000,0.000,0.000,0.000,0.000
3279,1108.263,51.191,43.684,40.040,7.655,34.235,0.000,1.794,0.000,0.000,0.000,0.000,0.000
3280,1108.590,41.228,43.592,39.954,7.640,34.166,0.000,1.786,0.000,0.000,0.000,0.000,0.000
3281,1108.917,37.932,43.500,39.869,7.624,34.097,0.000,1.779,0.000,0.000,0.000,0.000,0.000
3282,1109.244,43.672,43.407,39.783,7.609,34.027,0.000,1.771,0.000,0.000,0.000,0.000,0.000
3283,1109.571,47.487,43.315,39.698,7.593,33.958,0.000,1.764,0.000,0.000,0.000,0.000,0.000
3284,1109.898,32.191,43.222,39.612,7.578,33.888,0.000,1.756,0.000,0.000,0.000,0.000,0.000
3285,1110.225,53.153,43.129,39.526,7.562,33.818,0.000,1.749,0.000,0.000,0.000,0.000,0.000
3286,1110.552,38.487,43.036,39.441,7.546,33.748,0.000,1.741,0.000,0.000,0.000,0.000,0.000
3287,1110.879,40.043,42.943,39.355,7.531,33.678,0.000,1.734,0.000,0.000,0.000,0.000,0.000
3288,1111.205,41.562,42.849,39.270,7.515,33.608,0.000,1.727,0.000,0.000,0.000,0.000,0.000
3289,1111.532,45.043,42.756,39.184,7.499,33.538,0.000,1.720,0.000,0.000,0.000,0.000,0.000
3290,1111.859,59.524,42.662,39.098,7.483,33.467,0.000,1.712,0.000,0.000,0.000,0.000,0.000
3291,1112.186,44.450,42.569,39.013,7.467,33.397,0.000,1.705,0.000,0.000,0.000,0.000,0.000
3292,1112.513,47.895,42.475,38.927,7.451,33.326,0.000,1.698,0.000,0.000,0.000,0.000,0.000
3293,1112.840,44.746,42.381,38.842,7.435,33.255,0.000,1.691,0.000,0.000,0.000,0.000,0.000
3294,1113.167,54.154,42.287,38.756,7.419,33.184,0.000,1.684,0.000,0.000,0.000,0.000,0.000
3295,1113.493,42.746,42.193,38.670,7.403,33.113,0.000,1.677,0.000,0.000,0.000,0.000,0.000
3296,1113.820,44.635,42.099,38.585,7.386,33.042,0.000,1.670,0.000,0.000,0.000,0.000,0.000
3297,1114.147,44.228,42.004,38.499,7.370,32.971,0.000,1.663,0.000,0.000,0.000,0.000,0.000
3298,1114.474,52.709,41.910,38.414,7.353,32.900,0.000,1.656,0.000,0.000,0.000,0.000,0.000
3299,1114.801,27.191,41.815,38.328,7.337,32.828,0.000,1.650,0.000,0.000,0.000,0.000,0.000
3300,1115.127,50.895,41.720,38.242,7.321,32.757,0.000,1.643,0.000,0.000,0.000,0.000,0.000
3301,1115.454,55.672,41.626,38.157,7.304,32.686,0.000,1.636,0.000,0.000,0.000,0.000,0.000
3302,1115.781,46.413,41.531,38.071,7.287,32.614,0.000,1.629,0.000,0.000,0.000,0.000,0.000
3303,1116.108,37.820,41.436,37.986,7.271,32.542,0.000,1.623,0.000,0.000,0.000,0.000,0.000
3304,1116.435,32.562,41.341,37.900,7.254,32.471,0.000,1.616,0.000,0.000,0.000,0.000,0.000
3305,1116.761,35.672,41.246,37.814,7.237,32.399,0.000,1.610,0.000,0.000,0.000,0.000,0.000
3306,1117.088,46.376,41.151,37.729,7.220,32.327,0.000,1.603,0.000,0.000,0.000,0.000,0.000
3307,1117.415,43.487,41.055,37.643,7.203,32.255,0.000,1.597,0.000,0.000,0.000,0.000,0.000
3308,1117.741,45.487,40.960,37.558,7.186,32.183,0.000,1.591,0.000,0.000,0.000,0.000,0.000
3309,1118.068,29.672,40.865,37.472,7.169,32.111,0.000,1.584,0.000,0.000,0.000,0.000,0.000
3310,1118.395,43.265,40.769,37.386,7.152,32.039,0.000,1.578,0.000,0.000,0.000,0.000,0.000
3311,1118.721,27.191,40.674,37.301,7.135,31.967,0.000,1.572,0.000,0.000,0.000,0.000,0.000
3312,1119.048,33.820,40.578,37.215,7.118,31.895,0.000,1.566,0.000,0.000,0.000,0.000,0.000
3313,1119.375,40.487,40.483,37.130,7.101,31.823,0.000,1.559,0.000,0.000,0.000,0.000,0.000
3314,1119.701,44.265,40.387,37.044,7.083,31.751,0.000,1.553,0.000,0.000,0.000,0.000,0.000
3315,1120.028,49.043,40.292,36.958,7.066,31.678,0.000,1.547,0.000,0.000,0.000,0.000,0.000
3316,1120.355,35.746,40.196,36.873,7.049,31.606,0.000,1.541,0.000,0.000,0.000,0.000,0.000
3317,1120.681,35.560,40.100,36.787,7.031,31.534,0.000,1.535,0.000,0.000,0.000,0.000,0.000
3318,1121.008,31.487,40.004,36.702,7.014,31.461,0.000,1.530,0.000,0.000,0.000,0.000,0.000
3319,1121.335,37.709,39.909,36.616,6.996,31.389,0.000,1.524,0.000,0.000,0.000,0.000,0.000
3320,1121.661,47.598,39.813,36.530,6.978,31.316,0.000,1.518,0.000,0.000,0.000,0.000,0.000
3321,1121.988,41.931,39.717,36.445,6.961,31.244,0.000,1.512,0.000,0.000,0.000,0.000,0.000
3322,1122.314,37.079,39.621,36.359,6.943,31.171,0.000,1.506,0.000,0.000,0.000,0.000,0.000
3323,1122.641,46.709,39.525,36.274,6.925,31.099,0.000,1.501,0.000,0.000,0.000,0.000,0.000
3324,1122.968,45.969,39.429,36.188,6.907,31.026,0.000,1.495,0.000,0.000,0.000,0.000,0.000
3325,1123.294,31.005,39.332,36.102,6.889,30.954,0.000,1.490,0.000,0.000,0.000,0.000,0.000
3326,1123.621,49.968,39.236,36.017,6.871,30.881,0.000,1.484,0.000,0.000,0.000,0.000,0.000
3327,1123.947,22.005,39.140,35.931,6.853,30.808,0.000,1.478,0.000,0.000,0.000,0.000,0.000
3328,1124.274,31.412,39.044,35.846,6.835,30.736,0.000,1.473,0.000,0.000,0.000,0.000,0.000
3329,1124.600,46.079,38.948,35.760,6.817,30.663,0.000,1.468,0.000,0.000,0.000,0.000,0.000
3330,1124.927,40.709,38.851,35.674,6.799,30.590,0.000,1.462,0.000,0.000,0.000,0.000,0.000
3331,1125.253,32.302,38.755,35.589,6.781,30.518,0.000,1.457,0.000,0.000,0.000,0.000,0.000
3332,1125.580,16.820,38.659,35.503,6.762,30.445,0.000,1.452,0.000,0.000,0.000,0.000,0.000
3333,1125.906,39.672,38.562,35.418,6.744,30.372,0.000,1.446,0.000,0.000,0.000,0.000,0.000
3334,1126.233,27.376,38.466,35.332,6.726,30.299,0.000,1.441,0.000,0.000,0.000,0.000,0.000
3335,1126.559,44.338,38.370,35.246,6.707,30.227,0.000,1.436,0.000,0.000,0.000,0.000,0.000
3336,1126.886,42.450,38.273,35.161,6.689,30.154,0.000,1.431,0.000,0.000,0.000,0.000,0.000
3337,1127.212,39.339,38.177,35.075,6.670,30.081,0.000,1.426,0.000,0.000,0.000,0.000,0.000
3338,1127.539,38.931,38.081,34.990,6.652,30.008,0.000,1.421,0.000,0.000,0.000,0.000,0.000
3339,1127.865,28.894,37.984,34.904,6.633,29.936,0.000,1.416,0.000,0.000,0.000,0.000,0.000
3340,1128.191,37.635,37.888,34.818,6.614,29.863,0.000,1.411,0.000,0.000,0.000,0.000,0.000
3341,1128.518,37.820,37.792,34.733,6.596,29.790,0.000,1.406,0.000,0.000,0.000,0.000,0.000
3342,1128.844,25.561,37.695,34.647,6.577,29.717,0.000,1.401,0.000,0.000,0.000,0.000,0.000
3343,1129.171,30.375,37.599,34.562,6.558,29.645,0.000,1.396,0.000,0.000,0.000,0.000,0.000
3344,1129.497,32.486,37.503,34.476,6.539,29.572,0.000,1.391,0.000,0.000,0.000,0.000,0.000
3345,1129.823,35.227,37.407,34.390,6.521,29.499,0.000,1.387,0.000,0.000,0.000,0.000,0.000
3346,1130.150,33.560,37.310,34.305,6.502,29.427,0.000,1.382,0.000,0.000,0.000,0.000,0.000
3347,1130.476,42.635,37.214,34.219,6.483,29.354,0.000,1.377,0.000,0.000,0.000,0.000,0.000
3348,1130.803,37.338,37.118,34.134,6.464,29.281,0.000,1.372,0.000,0.000,0.000,0.000,0.000
3349,1131.129,17.339,37.022,34.048,6.445,29.209,0.000,1.368,0.000,0.000,0.000,0.000,0.000
3350,1131.455,40.709,36.926,33.962,6.426,29.136,0.000,1.363,0.000,0.000,0.000,0.000,0.000
3351,1131.782,41.190,36.830,33.877,6.407,29.064,0.000,1.359,0.000,0.000,0.000,0.000,0.000
3352,1132.108,30.819,36.734,33.791,6.389,28.991,0.000,1.354,0.000,0.000,0.000,0.000,0.000
3353,1132.434,44.413,36.638,33.706,6.370,28.919,0.000,1.350,0.000,0.000,0.000,0.000,0.000
3354,1132.761,27.486,36.542,33.620,6.351,28.847,0.000,1.345,0.000,0.000,0.000,0.000,0.000
3355,1133.087,53.042,36.447,33.534,6.332,28.774,0.000,1.341,0.000,0.000,0.000,0.000,0.000
3356,1133.413,28.264,36.351,33.449,6.313,28.702,0.000,1.336,0.000,0.000,0.000,0.000,0.000
3357,1133.739,33.228,36.255,33.363,6.294,28.630,0.000,1.332,0.000,0.000,0.000,0.000,0.000
3358,1134.066,39.783,36.160,33.278,6.275,28.557,0.000,1.328,0.000,0.000,0.000,0.000,0.000
3359,1134.392,26.116,36.064,33.192,6.256,28.485,0.000,1.323,0.000,0.000,0.000,0.000,0.000
3360,1134.718,32.893,35.969,33.106,6.237,28.413,0.000,1.319,0.000,0.000,0.000,0.000,0.000
3361,1135.044,32.635,35.874,33.021,6.218,28.341,0.000,1.315,0.000,0.000,0.000,0.000,0.000
3362,1135.371,16.228,35.778,32.935,6.199,28.269,0.000,1.311,0.000,0.000,0.000,0.000,0.000
3363,1135.697,30.819,35.683,32.850,6.180,28.197,0.000,1.306,0.000,0.000,0.000,0.000,0.000
3364,1136.023,20.745,35.588,32.764,6.161,28.125,0.000,1.302,0.000,0.000,0.000,0.000,0.000
3365,1136.349,28.486,35.493,32.678,6.142,28.053,0.000,1.298,0.000,0.000,0.000,0.000,0.000
3366,1136.675,29.820,35.397,32.593,6.123,27.981,0.000,1.294,0.000,0.000,0.000,0.000,0.000
3367,1137.002,35.560,35.302,32.507,6.104,27.909,0.000,1.290,0.000,0.000,0.000,0.000,0.000
3368,1137.328,19.005,35.207,32.422,6.085,27.837,0.000,1.286,0.000,0.000,0.000,0.000,0.000
3369,1137.654,28.931,35.112,32.336,6.066,27.765,0.000,1.282,0.000,0.000,0.000,0.000,0.000
3370,1137.980,20.746,35.018,32.250,6.047,27.693,0.000,1.278,0.000,0.000,0.000,0.000,0.000
3371,1138.306,20.709,34.923,32.165,6.028,27.622,0.000,1.274,0.000,0.000,0.000,0.000,0.000
3372,1138.633,26.153,34.828,32.079,6.009,27.550,0.000,1.270,0.000,0.000,0.000,0.000,0.000
3373,1138.959,23.856,34.733,31.994,5.990,27.478,0.000,1.266,0.000,0.000,0.000,0.000,0.000
3374,1139.285,33.524,34.639,31.908,5.971,27.406,0.000,1.262,0.000,0.000,0.000,0.000,0.000
3375,1139.611,26.486,34.544,31.822,5.952,27.335,0.000,1.258,0.000,0.000,0.000,0.000,0.000
3376,1139.937,16.264,34.450,31.737,5.933,27.263,0.000,1.254,0.000,0.000,0.000,0.000,0.000
3377,1140.263,51.264,34.355,31.651,5.914,27.191,0.000,1.250,0.000,0.000,0.000,0.000,0.000
3378,1140.589,25.376,34.261,31.566,5.895,27.120,0.000,1.246,0.000,0.000,0.000,0.000,0.000
3379,1140.915,32.523,34.167,31.480,5.876,27.048,0.000,1.243,0.000,0.000,0.000,0.000,0.000
3380,1141.241,33.487,34.073,31.394,5.857,26.977,0.000,1.239,0.000,0.000,0.000,0.000,0.000
3381,1141.567,48.560,33.979,31.309,5.838,26.906,0.000,1.235,0.000,0.000,0.000,0.000,0.000
3382,1141.894,43.042,33.885,31.223,5.819,26.834,0.000,1.231,0.000,0.000,0.000,0.000,0.000
3383,1142.220,29.894,33.791,31.138,5.801,26.763,0.000,1.227,0.000,0.000,0.000,0.000,0.000
3384,1142.546,27.671,33.697,31.052,5.782,26.692,0.000,1.224,0.000,0.000,0.000,0.000,0.000
3385,1142.872,38.300,33.604,30.966,5.763,26.620,0.000,1.220,0.000,0.000,0.000,0.000,0.000
3386,1143.198,26.376,33.510,30.881,5.744,26.549,0.000,1.216,0.000,0.000,0.000,0.000,0.000
3387,1143.524,32.893,33.417,30.795,5.726,26.478,0.000,1.213,0.000,0.000,0.000,0.000,0.000
3388,1143.850,24.302,33.323,30.710,5.707,26.407,0.000,1.209,0.000,0.000,0.000,0.000,0.000
3389,1144.176,23.783,33.230,30.624,5.689,26.336,0.000,1.205,0.000,0.000,0.000,0.000,0.000
3390,1144.502,39.264,33.137,30.538,5.670,26.265,0.000,1.202,0.000,0.000,0.000,0.000,0.000
3391,1144.828,27.782,33.044,30.453,5.652,26.194,0.000,1.198,0.000,0.000,0.000,0.000,0.000
3392,1145.154,35.783,32.951,30.367,5.633,26.123,0.000,1.195,0.000,0.000,0.000,0.000,0.000
3393,1145.480,10.338,32.858,30.282,5.615,26.052,0.000,1.191,0.000,0.000,0.000,0.000,0.000
3394,1145.806,30.671,32.765,30.196,5.597,25.981,0.000,1.188,0.000,0.000,0.000,0.000,0.000
3395,1146.132,28.375,32.673,30.110,5.578,25.910,0.000,1.184,0.000,0.000,0.000,0.000,0.000
3396,1146.458,24.042,32.580,30.025,5.560,25.840,0.000,1.181,0.000,0.000,0.000,0.000,0.000
3397,1146.783,23.560,32.488,29.939,5.542,25.769,0.000,1.177,0.000,0.000,0.000,0.000,0.000
3398,1147.109,44.523,32.396,29.854,5.524,25.698,0.000,1.174,0.000,0.000,0.000,0.000,0.000
3399,1147.435,24.560,32.304,29.768,5.506,25.628,0.000,1.170,0.000,0.000,0.000,0.000,0.000
3400,1147.761,26.746,32.212,29.682,5.487,25.557,0.000,1.167,0.000,0.000,0.000,0.000,0.000
3401,1148.087,35.449,32.120,29.597,5.469,25.487,0.000,1.163,0.000,0.000,0.000,0.000,0.000
3402,1148.413,26.486,32.028,29.511,5.451,25.416,0.000,1.160,0.000,0.000,0.000,0.000,0.000
3403,1148.739,32.745,31.936,29.426,5.434,25.346,0.000,1.156,0.000,0.000,0.000,0.000,0.000
3404,1149.065,40.523,31.844,29.340,5.416,25.276,0.000,1.153,0.000,0.000,0.000,0.000,0.000
3405,1149.391,21.116,31.753,29.254,5.398,25.205,0.000,1.150,0.000,0.000,0.000,0.000,0.000
3406,1149.717,21.450,31.661,29.169,5.380,25.135,0.000,1.146,0.000,0.000,0.000,0.000,0.000
3407,1150.042,43.819,31.570,29.083,5.362,25.065,0.000,1.143,0.000,0.000,0.000,0.000,0.000
3408,1150.368,34.450,31.478,28.998,5.344,24.994,0.000,1.140,0.000,0.000,0.000,0.000,0.000
3409,1150.694,37.671,31.387,28.912,5.327,24.924,0.000,1.136,0.000,0.000,0.000,0.000,0.000
3410,1151.020,28.042,31.296,28.826,5.309,24.854,0.000,1.133,0.000,0.000,0.000,0.000,0.000
3411,1151.346,32.672,31.205,28.741,5.292,24.784,0.000,1.129,0.000,0.000,0.000,0.000,0.000
3412,1151.672,33.449,31.114,28.655,5.274,24.714,0.000,1.126,0.000,0.000,0.000,0.000,0.000
3413,1151.997,28.190,31.023,28.570,5.257,24.643,0.000,1.123,0.000,0.000,0.000,0.000,0.000
3414,1152.323,26.856,30.932,28.484,5.239,24.573,0.000,1.120,0.000,0.000,0.000,0.000,0.000
3415,1152.649,34.042,30.841,28.398,5.222,24.503,0.000,1.116,0.000,0.000,0.000,0.000,0.000
3416,1152.975,33.597,30.750,28.313,5.204,24.433,0.000,1.113,0.000,0.000,0.000,0.000,0.000
3417,1153.301,33.153,30.660,28.227,5.187,24.363,0.000,1.110,0.000,0.000,0.000,0.000,0.000
3418,1153.626,27.968,30.569,28.142,5.170,24.293,0.000,1.106,0.000,0.000,0.000,0.000,0.000
3419,1153.952,23.486,30.479,28.056,5.153,24.223,0.000,1.103,0.000,0.000,0.000,0.000,0.000
3420,1154.278,27.449,30.388,27.970,5.135,24.153,0.000,1.100,0.000,0.000,0.000,0.000,0.000
3421,1154.604,16.486,30.298,27.885,5.118,24.083,0.000,1.097,0.000,0.000,0.000,0.000,0.000
3422,1154.929,25.560,30.208,27.799,5.101,24.013,0.000,1.093,0.000,0.000,0.000,0.000,0.000
