ch,keV,net,model,continuum_raw,untied_tail,Pb-212,Ra-224,continuum
3381,1341.324,1.017,0.000,0.000,0.000,0.000,0.000,0.000
3382,1341.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3383,1342.155,1.914,0.000,0.000,0.000,0.000,0.000,0.000
3384,1342.570,0.677,0.000,0.000,0.000,0.000,0.000,0.000
3385,1342.986,1.948,0.000,0.000,0.000,0.000,0.000,0.000
3386,1343.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3387,1343.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3388,1344.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3389,1344.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3390,1345.064,0.028,0.000,0.000,0.000,0.000,0.000,0.000
3391,1345.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3392,1345.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3393,1346.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3394,1346.727,0.122,0.000,0.000,0.000,0.000,0.000,0.000
3395,1347.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3396,1347.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3397,1347.974,0.539,0.000,0.000,0.000,0.000,0.000,0.000
3398,1348.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3399,1348.805,0.380,0.000,0.000,0.000,0.000,0.000,0.000
3400,1349.221,0.769,0.000,0.000,0.000,0.000,0.000,0.000
3401,1349.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3402,1350.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3403,1350.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3404,1350.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3405,1351.299,1.216,0.000,0.000,0.000,0.000,0.000,0.000
3406,1351.715,2.202,0.000,0.000,0.000,0.000,0.000,0.000
3407,1352.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3408,1352.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3409,1352.962,2.529,0.000,0.000,0.000,0.000,0.000,0.000
3410,1353.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3411,1353.794,0.589,0.000,0.000,0.000,0.000,0.000,0.000
3412,1354.209,0.455,0.001,0.001,0.000,0.000,0.000,0.001
3413,1354.625,0.000,0.002,0.002,0.000,0.000,0.000,0.002
3414,1355.041,1.461,0.004,0.004,0.000,0.000,0.000,0.004
3415,1355.457,0.000,0.005,0.005,0.000,0.000,0.000,0.005
3416,1355.873,0.279,0.006,0.006,0.000,0.000,0.000,0.006
3417,1356.288,0.000,0.007,0.007,0.000,0.000,0.000,0.007
3418,1356.704,0.000,0.008,0.008,0.000,0.000,0.000,0.008
3419,1357.120,0.000,0.010,0.010,0.000,0.000,0.000,0.010
3420,1357.536,0.866,0.011,0.011,0.000,0.000,0.000,0.011
3421,1357.952,0.000,0.012,0.012,0.000,0.000,0.000,0.012
3422,1358.368,0.000,0.013,0.013,0.000,0.000,0.000,0.013
3423,1358.783,0.000,0.015,0.015,0.000,0.000,0.000,0.015
3424,1359.199,3.149,0.016,0.016,0.000,0.000,0.000,0.016
3425,1359.615,0.000,0.017,0.017,0.000,0.000,0.000,0.017
3426,1360.031,0.420,0.018,0.018,0.000,0.000,0.000,0.018
3427,1360.447,2.657,0.019,0.019,0.000,0.000,0.000,0.019
3428,1360.863,0.000,0.021,0.021,0.000,0.000,0.000,0.021
3429,1361.279,2.598,0.022,0.022,0.000,0.000,0.000,0.022
3430,1361.695,0.000,0.023,0.023,0.000,0.000,0.000,0.023
3431,1362.111,0.000,0.024,0.024,0.000,0.000,0.000,0.024
3432,1362.526,0.074,0.025,0.025,0.000,0.000,0.000,0.025
3433,1362.942,0.000,0.027,0.027,0.000,0.000,0.000,0.027
3434,1363.358,2.484,0.028,0.028,0.000,0.000,0.000,0.028
3435,1363.774,0.544,0.029,0.029,0.000,0.000,0.000,0.029
3436,1364.190,1.381,0.030,0.030,0.000,0.000,0.000,0.030
3437,1364.606,0.000,0.031,0.031,0.000,0.000,0.000,0.031
3438,1365.022,0.000,0.033,0.033,0.000,0.000,0.000,0.033
3439,1365.438,1.522,0.034,0.034,0.000,0.000,0.000,0.034
3440,1365.854,1.525,0.035,0.035,0.000,0.000,0.000,0.035
3441,1366.270,0.000,0.036,0.036,0.000,0.000,0.000,0.036
3442,1366.686,0.000,0.037,0.037,0.000,0.000,0.000,0.037
3443,1367.102,2.649,0.039,0.039,0.000,0.000,0.000,0.039
3444,1367.518,0.361,0.040,0.040,0.000,0.000,0.000,0.040
3445,1367.934,0.000,0.041,0.041,0.000,0.000,0.000,0.041
3446,1368.350,0.000,0.042,0.042,0.000,0.000,0.000,0.042
3447,1368.766,0.444,0.044,0.044,0.000,0.000,0.000,0.044
3448,1369.182,0.136,0.045,0.045,0.000,0.000,0.000,0.045
3449,1369.598,0.497,0.046,0.046,0.000,0.000,0.000,0.046
3450,1370.014,0.000,0.047,0.047,0.000,0.000,0.000,0.047
3451,1370.430,0.000,0.048,0.048,0.000,0.000,0.000,0.048
3452,1370.846,2.568,0.050,0.050,0.000,0.000,0.000,0.050
3453,1371.262,0.000,0.051,0.051,0.000,0.000,0.000,0.051
3454,1371.678,0.000,0.052,0.052,0.000,0.000,0.000,0.052
3455,1372.094,6.481,0.053,0.053,0.000,0.000,0.000,0.053
3456,1372.511,0.778,0.054,0.054,0.000,0.000,0.000,0.054
3457,1372.927,0.000,0.056,0.056,0.000,0.000,0.000,0.056
3458,1373.343,0.000,0.057,0.057,0.000,0.000,0.000,0.057
3459,1373.759,0.000,0.058,0.058,0.000,0.000,0.000,0.058
3460,1374.175,0.000,0.059,0.059,0.000,0.000,0.000,0.059
3461,1374.591,0.000,0.060,0.060,0.000,0.000,0.000,0.060
3462,1375.007,0.000,0.062,0.062,0.000,0.000,0.000,0.062
3463,1375.423,0.000,0.063,0.063,0.000,0.000,0.000,0.063
3464,1375.840,0.000,0.064,0.064,0.000,0.000,0.000,0.064
3465,1376.256,0.000,0.065,0.065,0.000,0.000,0.000,0.065
3466,1376.672,0.950,0.066,0.066,0.000,0.000,0.000,0.066
3467,1377.088,1.201,0.068,0.068,0.000,0.000,0.000,0.068
3468,1377.504,0.000,0.069,0.069,0.000,0.000,0.000,0.069
3469,1377.920,0.000,0.070,0.070,0.000,0.000,0.000,0.070
3470,1378.337,0.000,0.071,0.071,0.000,0.000,0.000,0.071
3471,1378.753,0.715,0.073,0.073,0.000,0.000,0.000,0.073
3472,1379.169,0.000,0.074,0.074,0.000,0.000,0.000,0.074
3473,1379.585,0.000,0.075,0.075,0.000,0.000,0.000,0.075
3474,1380.001,2.274,0.076,0.076,0.000,0.000,0.000,0.076
3475,1380.418,0.000,0.077,0.077,0.000,0.000,0.000,0.077
3476,1380.834,2.712,0.079,0.079,0.000,0.000,0.000,0.079
3477,1381.250,2.202,0.080,0.080,0.000,0.000,0.000,0.080
3478,1381.666,0.000,0.081,0.081,0.000,0.000,0.000,0.081
3479,1382.082,2.926,0.082,0.082,0.000,0.000,0.000,0.082
3480,1382.499,5.196,0.083,0.083,0.000,0.000,0.000,0.083
3481,1382.915,1.990,0.085,0.085,0.000,0.000,0.000,0.085
3482,1383.331,0.000,0.086,0.086,0.000,0.000,0.000,0.086
3483,1383.748,0.000,0.087,0.087,0.000,0.000,0.000,0.087
3484,1384.164,0.000,0.088,0.088,0.000,0.000,0.000,0.088
3485,1384.580,1.890,0.089,0.089,0.000,0.000,0.000,0.089
3486,1384.996,0.000,0.091,0.091,0.000,0.000,0.000,0.091
3487,1385.413,0.000,0.092,0.092,0.000,0.000,0.000,0.092
3488,1385.829,0.000,0.093,0.093,0.000,0.000,0.000,0.093
3489,1386.245,1.444,0.094,0.094,0.000,0.000,0.000,0.094
3490,1386.662,0.601,0.095,0.095,0.000,0.000,0.000,0.095
3491,1387.078,2.584,0.097,0.097,0.000,0.000,0.000,0.097
3492,1387.494,1.541,0.098,0.098,0.000,0.000,0.000,0.098
3493,1387.911,0.000,0.099,0.099,0.000,0.000,0.000,0.099
3494,1388.327,0.000,0.100,0.100,0.000,0.000,0.000,0.100
3495,1388.743,0.000,0.102,0.102,0.000,0.000,0.000,0.102
3496,1389.160,0.000,0.103,0.103,0.000,0.000,0.000,0.103
3497,1389.576,0.431,0.104,0.104,0.000,0.000,0.000,0.104
3498,1389.992,0.000,0.105,0.105,0.000,0.000,0.000,0.105
3499,1390.409,0.000,0.106,0.106,0.000,0.000,0.000,0.106
3500,1390.825,1.218,0.108,0.108,0.000,0.000,0.000,0.108
3501,1391.242,1.205,0.109,0.109,0.000,0.000,0.000,0.109
3502,1391.658,0.000,0.110,0.110,0.000,0.000,0.000,0.110
3503,1392.074,0.000,0.111,0.111,0.000,0.000,0.000,0.111
3504,1392.491,0.000,0.112,0.112,0.000,0.000,0.000,0.112
3505,1392.907,0.000,0.114,0.114,0.000,0.000,0.000,0.114
3506,1393.324,0.000,0.115,0.115,0.000,0.000,0.000,0.115
3507,1393.740,0.598,0.116,0.116,0.000,0.000,0.000,0.116
3508,1394.157,0.000,0.117,0.117,0.000,0.000,0.000,0.117
3509,1394.573,0.000,0.118,0.118,0.000,0.000,0.000,0.118
3510,1394.989,0.000,0.120,0.120,0.000,0.000,0.000,0.120
3511,1395.406,0.000,0.121,0.121,0.000,0.000,0.000,0.121
3512,1395.822,2.373,0.122,0.122,0.000,0.000,0.000,0.122
3513,1396.239,0.000,0.123,0.123,0.000,0.000,0.000,0.123
3514,1396.655,0.000,0.124,0.124,0.000,0.000,0.000,0.124
3515,1397.072,0.000,0.126,0.126,0.000,0.000,0.000,0.126
3516,1397.488,1.700,0.127,0.127,0.000,0.000,0.000,0.127
3517,1397.905,0.000,0.128,0.128,0.000,0.000,0.000,0.128
3518,1398.321,0.000,0.129,0.129,0.000,0.000,0.000,0.129
3519,1398.738,0.000,0.131,0.131,0.000,0.000,0.000,0.131
3520,1399.154,1.810,0.132,0.132,0.000,0.000,0.000,0.132
3521,1399.571,2.063,0.133,0.133,0.000,0.000,0.000,0.133
3522,1399.987,0.000,0.134,0.134,0.000,0.000,0.000,0.134
3523,1400.404,0.000,0.135,0.135,0.000,0.000,0.000,0.135
3524,1400.821,0.000,0.137,0.137,0.000,0.000,0.000,0.137
3525,1401.237,0.000,0.138,0.138,0.000,0.000,0.000,0.138
3526,1401.654,0.000,0.139,0.139,0.000,0.000,0.000,0.139
3527,1402.070,0.969,0.140,0.140,0.000,0.000,0.000,0.140
3528,1402.487,0.000,0.141,0.141,0.000,0.000,0.000,0.141
3529,1402.903,0.000,0.143,0.143,0.000,0.000,0.000,0.143
3530,1403.320,0.000,0.144,0.144,0.000,0.000,0.000,0.144
3531,1403.737,1.478,0.145,0.145,0.000,0.000,0.000,0.145
3532,1404.153,0.000,0.146,0.146,0.000,0.000,0.000,0.146
3533,1404.570,0.000,0.147,0.147,0.000,0.000,0.000,0.147
3534,1404.986,0.000,0.149,0.149,0.000,0.000,0.000,0.149
3535,1405.403,1.988,0.150,0.150,0.000,0.000,0.000,0.150
3536,1405.820,0.000,0.151,0.151,0.000,0.000,0.000,0.151
3537,1406.236,0.000,0.152,0.152,0.000,0.000,0.000,0.152
3538,1406.653,0.000,0.153,0.153,0.000,0.000,0.000,0.153
3539,1407.070,0.000,0.155,0.155,0.000,0.000,0.000,0.155
3540,1407.486,6.597,0.156,0.156,0.000,0.000,0.000,0.156
3541,1407.903,2.273,0.157,0.157,0.000,0.000,0.000,0.157
3542,1408.320,0.000,0.158,0.158,0.000,0.000,0.000,0.158
3543,1408.736,0.000,0.160,0.160,0.000,0.000,0.000,0.160
3544,1409.153,0.000,0.161,0.161,0.000,0.000,0.000,0.161
3545,1409.570,0.529,0.162,0.162,0.000,0.000,0.000,0.162
3546,1409.986,0.000,0.163,0.163,0.000,0.000,0.000,0.163
3547,1410.403,0.000,0.164,0.164,0.000,0.000,0.000,0.164
3548,1410.820,3.076,0.166,0.166,0.000,0.000,0.000,0.166
3549,1411.237,0.000,0.167,0.167,0.000,0.000,0.000,0.167
3550,1411.653,0.494,0.168,0.168,0.000,0.000,0.000,0.168
3551,1412.070,1.651,0.169,0.169,0.000,0.000,0.000,0.169
3552,1412.487,4.730,0.170,0.170,0.000,0.000,0.000,0.170
3553,1412.904,0.000,0.172,0.172,0.000,0.000,0.000,0.172
3554,1413.320,0.000,0.173,0.173,0.000,0.000,0.000,0.173
3555,1413.737,0.000,0.174,0.174,0.000,0.000,0.000,0.174
3556,1414.154,0.000,0.175,0.175,0.000,0.000,0.000,0.175
3557,1414.571,0.000,0.176,0.176,0.000,0.000,0.000,0.176
3558,1414.987,0.000,0.178,0.178,0.000,0.000,0.000,0.178
3559,1415.404,0.640,0.179,0.179,0.000,0.000,0.000,0.179
3560,1415.821,0.000,0.180,0.180,0.000,0.000,0.000,0.180
3561,1416.238,0.000,0.181,0.181,0.000,0.000,0.000,0.181
3562,1416.655,0.000,0.182,0.182,0.000,0.000,0.000,0.182
3563,1417.071,0.042,0.184,0.184,0.000,0.000,0.000,0.184
3564,1417.488,0.446,0.185,0.185,0.000,0.000,0.000,0.185
3565,1417.905,0.000,0.186,0.186,0.000,0.000,0.000,0.186
3566,1418.322,0.000,0.187,0.187,0.000,0.000,0.000,0.187
3567,1418.739,0.000,0.189,0.189,0.000,0.000,0.000,0.189
3568,1419.156,0.383,0.190,0.190,0.000,0.000,0.000,0.190
3569,1419.572,0.000,0.191,0.191,0.000,0.000,0.000,0.191
3570,1419.989,0.000,0.192,0.192,0.000,0.000,0.000,0.192
3571,1420.406,0.478,0.193,0.193,0.000,0.000,0.000,0.193
3572,1420.823,0.000,0.195,0.195,0.000,0.000,0.000,0.195
3573,1421.240,0.000,0.196,0.196,0.000,0.000,0.000,0.196
3574,1421.657,1.294,0.197,0.197,0.000,0.000,0.000,0.197
3575,1422.074,0.000,0.198,0.198,0.000,0.000,0.000,0.198
3576,1422.491,1.646,0.199,0.199,0.000,0.000,0.000,0.199
3577,1422.908,0.000,0.201,0.201,0.000,0.000,0.000,0.201
3578,1423.324,0.041,0.202,0.202,0.000,0.000,0.000,0.202
3579,1423.741,0.494,0.203,0.203,0.000,0.000,0.000,0.203
3580,1424.158,0.000,0.204,0.204,0.000,0.000,0.000,0.204
3581,1424.575,0.000,0.205,0.205,0.000,0.000,0.000,0.205
3582,1424.992,0.000,0.207,0.207,0.000,0.000,0.000,0.207
3583,1425.409,0.000,0.208,0.208,0.000,0.000,0.000,0.208
3584,1425.826,0.000,0.209,0.209,0.000,0.000,0.000,0.209
3585,1426.243,0.000,0.210,0.210,0.000,0.000,0.000,0.210
3586,1426.660,0.000,0.211,0.211,0.000,0.000,0.000,0.211
3587,1427.077,0.000,0.213,0.213,0.000,0.000,0.000,0.213
3588,1427.494,1.033,0.214,0.214,0.000,0.000,0.000,0.214
3589,1427.911,0.000,0.215,0.215,0.000,0.000,0.000,0.215
3590,1428.328,0.000,0.216,0.216,0.000,0.000,0.000,0.216
3591,1428.745,0.000,0.218,0.218,0.000,0.000,0.000,0.218
3592,1429.162,0.000,0.219,0.219,0.000,0.000,0.000,0.219
3593,1429.579,0.522,0.220,0.220,0.000,0.000,0.000,0.220
3594,1429.996,1.306,0.221,0.221,0.000,0.000,0.000,0.221
3595,1430.413,0.000,0.222,0.222,0.000,0.000,0.000,0.222
3596,1430.830,0.000,0.224,0.224,0.000,0.000,0.000,0.224
3597,1431.247,0.000,0.225,0.225,0.000,0.000,0.000,0.225
3598,1431.664,0.587,0.226,0.226,0.000,0.000,0.000,0.226
3599,1432.081,1.595,0.227,0.227,0.000,0.000,0.000,0.227
3600,1432.498,0.000,0.228,0.228,0.000,0.000,0.000,0.228
3601,1432.915,0.000,0.230,0.230,0.000,0.000,0.000,0.230
3602,1433.332,0.000,0.231,0.231,0.000,0.000,0.000,0.231
3603,1433.750,0.000,0.232,0.232,0.000,0.000,0.000,0.232
3604,1434.167,0.000,0.233,0.233,0.000,0.000,0.000,0.233
3605,1434.584,3.391,0.234,0.234,0.000,0.000,0.000,0.234
3606,1435.001,0.000,0.236,0.236,0.000,0.000,0.000,0.236
3607,1435.418,0.000,0.237,0.237,0.000,0.000,0.000,0.237
3608,1435.835,0.000,0.238,0.238,0.000,0.000,0.000,0.238
3609,1436.252,0.000,0.239,0.239,0.000,0.000,0.000,0.239
3610,1436.669,2.350,0.240,0.240,0.000,0.000,0.000,0.240
3611,1437.086,0.000,0.242,0.242,0.000,0.000,0.000,0.242
3612,1437.504,2.489,0.243,0.243,0.000,0.000,0.000,0.243
3613,1437.921,2.218,0.244,0.244,0.000,0.000,0.000,0.244
3614,1438.338,1.997,0.245,0.245,0.000,0.000,0.000,0.245
3615,1438.755,0.000,0.247,0.247,0.000,0.000,0.000,0.247
3616,1439.172,0.000,0.248,0.248,0.000,0.000,0.000,0.248
3617,1439.589,0.000,0.249,0.249,0.000,0.000,0.000,0.249
3618,1440.007,0.000,0.250,0.250,0.000,0.000,0.000,0.250
3619,1440.424,0.000,0.251,0.251,0.000,0.000,0.000,0.251
3620,1440.841,0.000,0.253,0.253,0.000,0.000,0.000,0.253
3621,1441.258,0.000,0.254,0.254,0.000,0.000,0.000,0.254
3622,1441.675,3.559,0.255,0.255,0.000,0.000,0.000,0.255
3623,1442.093,0.000,0.256,0.256,0.000,0.000,0.000,0.256
3624,1442.510,0.000,0.257,0.257,0.000,0.000,0.000,0.257
3625,1442.927,0.000,0.259,0.259,0.000,0.000,0.000,0.259
3626,1443.344,0.000,0.260,0.260,0.000,0.000,0.000,0.260
3627,1443.761,0.000,0.261,0.261,0.000,0.000,0.000,0.261
3628,1444.179,0.000,0.262,0.262,0.000,0.000,0.000,0.262
3629,1444.596,0.000,0.263,0.263,0.000,0.000,0.000,0.263
3630,1445.013,0.000,0.265,0.265,0.000,0.000,0.000,0.265
3631,1445.431,0.000,0.266,0.266,0.000,0.000,0.000,0.266
3632,1445.848,0.000,0.267,0.267,0.000,0.000,0.000,0.267
3633,1446.265,0.000,0.268,0.268,0.000,0.000,0.000,0.268
3634,1446.682,0.000,0.269,0.269,0.000,0.000,0.000,0.269
3635,1447.100,0.000,0.271,0.271,0.000,0.000,0.000,0.271
3636,1447.517,0.000,0.272,0.272,0.000,0.000,0.000,0.272
3637,1447.934,0.000,0.273,0.273,0.000,0.000,0.000,0.273
3638,1448.352,2.395,0.274,0.274,0.000,0.000,0.000,0.274
3639,1448.769,4.413,0.276,0.276,0.000,0.000,0.000,0.276
3640,1449.186,0.000,0.277,0.277,0.000,0.000,0.000,0.277
3641,1449.604,0.000,0.278,0.278,0.000,0.000,0.000,0.278
3642,1450.021,0.000,0.279,0.279,0.000,0.000,0.000,0.279
3643,1450.438,0.248,0.280,0.280,0.000,0.000,0.000,0.280
3644,1450.856,0.000,0.282,0.282,0.000,0.000,0.000,0.282
3645,1451.273,1.817,0.283,0.283,0.000,0.000,0.000,0.283
3646,1451.690,2.104,0.284,0.284,0.000,0.000,0.000,0.284
3647,1452.108,3.480,0.285,0.285,0.000,0.000,0.000,0.285
3648,1452.525,0.000,0.286,0.286,0.000,0.000,0.000,0.286
3649,1452.942,0.000,0.288,0.288,0.000,0.000,0.000,0.288
3650,1453.360,0.000,0.289,0.289,0.000,0.000,0.000,0.289
3651,1453.777,0.000,0.290,0.290,0.000,0.000,0.000,0.290
3652,1454.195,0.485,0.291,0.291,0.000,0.000,0.000,0.291
3653,1454.612,1.224,0.292,0.292,0.000,0.000,0.000,0.292
3654,1455.029,0.000,0.294,0.294,0.000,0.000,0.000,0.294
3655,1455.447,0.000,0.295,0.295,0.000,0.000,0.000,0.295
3656,1455.864,1.435,0.296,0.296,0.000,0.000,0.000,0.296
3657,1456.282,4.847,0.297,0.297,0.000,0.000,0.000,0.297
3658,1456.699,0.000,0.298,0.298,0.000,0.000,0.000,0.298
3659,1457.117,0.000,0.300,0.300,0.000,0.000,0.000,0.300
3660,1457.534,2.247,0.301,0.301,0.000,0.000,0.000,0.301
3661,1457.952,0.000,0.302,0.302,0.000,0.000,0.000,0.302
3662,1458.369,2.455,0.303,0.303,0.000,0.000,0.000,0.303
3663,1458.787,4.357,0.305,0.305,0.000,0.000,0.000,0.305
3664,1459.204,0.000,0.306,0.306,0.000,0.000,0.000,0.306
3665,1459.621,3.088,0.307,0.307,0.000,0.000,0.000,0.307
3666,1460.039,2.862,0.308,0.308,0.000,0.000,0.000,0.308
3667,1460.456,0.000,0.309,0.309,0.000,0.000,0.000,0.309
3668,1460.874,0.000,0.311,0.311,0.000,0.000,0.000,0.311
3669,1461.291,1.161,0.312,0.312,0.000,0.000,0.000,0.312
3670,1461.709,0.000,0.313,0.313,0.000,0.000,0.000,0.313
3671,1462.127,0.000,0.314,0.314,0.000,0.000,0.000,0.314
3672,1462.544,0.000,0.315,0.315,0.000,0.000,0.000,0.315
3673,1462.962,0.307,0.317,0.317,0.000,0.000,0.000,0.317
3674,1463.379,0.000,0.318,0.318,0.000,0.000,0.000,0.318
3675,1463.797,0.000,0.319,0.319,0.000,0.000,0.000,0.319
3676,1464.214,0.000,0.320,0.320,0.000,0.000,0.000,0.320
3677,1464.632,0.000,0.321,0.321,0.000,0.000,0.000,0.321
3678,1465.049,0.000,0.323,0.323,0.000,0.000,0.000,0.323
3679,1465.467,3.082,0.324,0.324,0.000,0.000,0.000,0.324
3680,1465.885,0.000,0.325,0.325,0.000,0.000,0.000,0.325
3681,1466.302,2.497,0.326,0.326,0.000,0.000,0.000,0.326
3682,1466.720,0.000,0.328,0.328,0.000,0.000,0.000,0.328
3683,1467.137,0.000,0.329,0.329,0.000,0.000,0.000,0.329
3684,1467.555,1.208,0.330,0.330,0.000,0.000,0.000,0.330
3685,1467.973,0.866,0.331,0.331,0.000,0.000,0.000,0.331
3686,1468.390,0.000,0.332,0.332,0.000,0.000,0.000,0.332
3687,1468.808,0.000,0.334,0.334,0.000,0.000,0.000,0.334
3688,1469.225,0.000,0.335,0.335,0.000,0.000,0.000,0.335
3689,1469.643,0.000,0.336,0.336,0.000,0.000,0.000,0.336
3690,1470.061,0.000,0.337,0.337,0.000,0.000,0.000,0.337
3691,1470.478,0.000,0.338,0.338,0.000,0.000,0.000,0.338
3692,1470.896,0.000,0.340,0.340,0.000,0.000,0.000,0.340
3693,1471.314,0.000,0.341,0.341,0.000,0.000,0.000,0.341
3694,1471.731,2.828,0.342,0.342,0.000,0.000,0.000,0.342
3695,1472.149,0.000,0.343,0.343,0.000,0.000,0.000,0.343
3696,1472.567,0.495,0.344,0.344,0.000,0.000,0.000,0.344
3697,1472.984,1.873,0.346,0.346,0.000,0.000,0.000,0.346
3698,1473.402,0.000,0.347,0.347,0.000,0.000,0.000,0.347
3699,1473.820,0.574,0.348,0.348,0.000,0.000,0.000,0.348
3700,1474.238,1.167,0.349,0.349,0.000,0.000,0.000,0.349
3701,1474.655,0.000,0.350,0.350,0.000,0.000,0.000,0.350
3702,1475.073,0.000,0.352,0.352,0.000,0.000,0.000,0.352
3703,1475.491,0.000,0.353,0.353,0.000,0.000,0.000,0.353
3704,1475.909,0.000,0.354,0.354,0.000,0.000,0.000,0.354
3705,1476.326,0.000,0.355,0.355,0.000,0.000,0.000,0.355
3706,1476.744,2.192,0.357,0.357,0.000,0.000,0.000,0.357
3707,1477.162,0.000,0.358,0.358,0.000,0.000,0.000,0.358
3708,1477.580,0.000,0.359,0.359,0.000,0.000,0.000,0.359
3709,1477.997,1.984,0.360,0.360,0.000,0.000,0.000,0.360
3710,1478.415,3.103,0.361,0.361,0.000,0.000,0.000,0.361
3711,1478.833,0.000,0.363,0.363,0.000,0.000,0.000,0.363
3712,1479.251,0.000,0.364,0.364,0.000,0.000,0.000,0.364
3713,1479.668,0.000,0.365,0.365,0.000,0.000,0.000,0.365
3714,1480.086,2.841,0.366,0.366,0.000,0.000,0.000,0.366
3715,1480.504,0.000,0.367,0.367,0.000,0.000,0.000,0.367
3716,1480.922,2.725,0.369,0.369,0.000,0.000,0.000,0.369
3717,1481.340,1.025,0.370,0.370,0.000,0.000,0.000,0.370
3718,1481.758,0.000,0.371,0.371,0.000,0.000,0.000,0.371
3719,1482.175,0.000,0.372,0.372,0.000,0.000,0.000,0.372
3720,1482.593,0.000,0.373,0.373,0.000,0.000,0.000,0.373
3721,1483.011,1.251,0.375,0.375,0.000,0.000,0.000,0.375
3722,1483.429,0.504,0.376,0.376,0.000,0.000,0.000,0.376
3723,1483.847,0.000,0.377,0.377,0.000,0.000,0.000,0.377
3724,1484.265,0.000,0.378,0.378,0.000,0.000,0.000,0.378
3725,1484.683,0.000,0.379,0.379,0.000,0.000,0.000,0.379
3726,1485.100,1.627,0.381,0.381,0.000,0.000,0.000,0.381
3727,1485.518,0.000,0.382,0.382,0.000,0.000,0.000,0.382
3728,1485.936,0.000,0.383,0.383,0.000,0.000,0.000,0.383
3729,1486.354,1.433,0.384,0.384,0.000,0.000,0.000,0.384
3730,1486.772,1.512,0.386,0.386,0.000,0.000,0.000,0.386
3731,1487.190,2.452,0.387,0.387,0.000,0.000,0.000,0.387
3732,1487.608,5.745,0.388,0.388,0.000,0.000,0.000,0.388
3733,1488.026,0.000,0.389,0.389,0.000,0.000,0.000,0.389
3734,1488.444,2.508,0.390,0.390,0.000,0.000,0.000,0.390
3735,1488.862,0.000,0.392,0.392,0.000,0.000,0.000,0.392
3736,1489.280,0.000,0.393,0.393,0.000,0.000,0.000,0.393
3737,1489.697,5.014,0.394,0.394,0.000,0.000,0.000,0.394
3738,1490.115,0.785,0.395,0.395,0.000,0.000,0.000,0.395
3739,1490.533,2.365,0.396,0.396,0.000,0.000,0.000,0.396
3740,1490.951,2.077,0.398,0.398,0.000,0.000,0.000,0.398
3741,1491.369,0.000,0.399,0.399,0.000,0.000,0.000,0.399
3742,1491.787,0.000,0.400,0.400,0.000,0.000,0.000,0.400
3743,1492.205,4.616,0.401,0.401,0.000,0.000,0.000,0.401
3744,1492.623,0.000,0.402,0.402,0.000,0.000,0.000,0.402
3745,1493.041,0.000,0.404,0.404,0.000,0.000,0.000,0.404
3746,1493.459,0.000,0.405,0.405,0.000,0.000,0.000,0.405
3747,1493.877,5.478,0.406,0.406,0.000,0.000,0.000,0.406
3748,1494.295,0.000,0.407,0.407,0.000,0.000,0.000,0.407
3749,1494.713,0.000,0.408,0.408,0.000,0.000,0.000,0.408
3750,1495.131,0.000,0.410,0.410,0.000,0.000,0.000,0.410
3751,1495.549,5.220,0.411,0.411,0.000,0.000,0.000,0.411
3752,1495.967,0.000,0.412,0.412,0.000,0.000,0.000,0.412
3753,1496.385,2.995,0.413,0.413,0.000,0.000,0.000,0.413
3754,1496.804,0.278,0.415,0.415,0.000,0.000,0.000,0.415
3755,1497.222,0.000,0.416,0.416,0.000,0.000,0.000,0.416
3756,1497.640,0.610,0.417,0.417,0.000,0.000,0.000,0.417
3757,1498.058,3.279,0.418,0.418,0.000,0.000,0.000,0.418
3758,1498.476,6.101,0.419,0.419,0.000,0.000,0.000,0.419
3759,1498.894,0.000,0.421,0.421,0.000,0.000,0.000,0.421
3760,1499.312,4.098,0.422,0.422,0.000,0.000,0.000,0.422
3761,1499.730,0.000,0.423,0.423,0.000,0.000,0.000,0.423
3762,1500.148,0.761,0.424,0.424,0.000,0.000,0.000,0.424
3763,1500.566,0.300,0.425,0.425,0.000,0.000,0.000,0.425
3764,1500.984,1.618,0.427,0.427,0.000,0.000,0.000,0.427
3765,1501.403,1.274,0.428,0.428,0.000,0.000,0.000,0.428
3766,1501.821,0.000,0.429,0.429,0.000,0.000,0.000,0.429
3767,1502.239,0.000,0.430,0.430,0.000,0.000,0.000,0.430
