ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Backscatter,DE-1588,SE-1631,DE-1631,Xray-Th,SE-1588,Xray-La,continuum
5639,2199.596,408.419,408.419,272.577,272.577,0.000,272.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5640,2199.989,390.954,390.954,272.419,272.419,0.000,272.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5641,2200.381,377.026,377.026,272.262,272.262,0.000,272.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5642,2200.774,389.776,389.776,272.104,272.104,0.000,272.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5643,2201.166,441.782,441.782,271.947,271.947,0.000,271.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5644,2201.559,398.071,398.071,271.789,271.789,0.000,271.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5645,2201.951,405.700,405.700,271.632,271.632,0.000,271.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5646,2202.343,417.657,417.657,271.475,271.475,0.000,271.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5647,2202.735,383.545,383.545,271.317,271.317,0.000,271.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5648,2203.128,429.965,429.965,271.160,271.160,0.000,271.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5649,2203.520,392.559,392.559,271.002,271.002,0.000,271.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5650,2203.912,397.677,397.677,270.845,270.845,0.000,270.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5651,2204.304,437.546,437.546,270.687,270.687,0.000,270.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5652,2204.696,424.358,424.358,270.530,270.530,0.000,270.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5653,2205.088,387.061,387.061,270.373,270.373,0.000,270.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5654,2205.480,392.085,392.085,270.215,270.215,0.000,270.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5655,2205.871,437.543,437.543,270.058,270.058,0.000,270.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5656,2206.263,412.752,412.752,269.900,269.900,0.000,269.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5657,2206.655,379.135,379.135,269.743,269.743,0.000,269.743,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5658,2207.047,378.530,378.530,269.586,269.586,0.000,269.586,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5659,2207.438,419.714,419.714,269.428,269.428,0.000,269.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5660,2207.830,433.243,433.243,269.271,269.271,0.000,269.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5661,2208.221,378.083,378.083,269.113,269.113,0.000,269.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5662,2208.613,412.214,412.214,268.956,268.956,0.000,268.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5663,2209.004,423.892,423.892,268.798,268.798,0.000,268.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5664,2209.396,384.308,384.308,268.641,268.641,0.000,268.641,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5665,2209.787,397.141,397.141,268.484,268.484,0.000,268.484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5666,2210.178,390.860,390.860,268.326,268.326,0.000,268.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5667,2210.570,445.594,445.594,268.169,268.169,0.000,268.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5668,2210.961,402.444,402.444,268.011,268.011,0.000,268.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5669,2211.352,421.474,421.474,267.854,267.854,0.000,267.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5670,2211.743,453.131,453.131,267.696,267.696,0.000,267.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5671,2212.134,430.172,430.172,267.539,267.539,0.000,267.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5672,2212.525,422.684,422.684,267.382,267.382,0.000,267.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5673,2212.916,371.461,371.461,267.224,267.224,0.000,267.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5674,2213.307,435.780,435.780,267.067,267.067,0.000,267.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5675,2213.698,372.986,372.986,266.909,266.909,0.000,266.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5676,2214.088,410.676,410.676,266.752,266.752,0.000,266.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5677,2214.479,399.147,399.147,266.594,266.594,0.000,266.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5678,2214.870,400.288,400.288,266.437,266.437,0.000,266.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5679,2215.260,349.781,349.781,266.280,266.280,0.000,266.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5680,2215.651,393.213,393.213,266.122,266.122,0.000,266.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5681,2216.042,354.026,354.026,265.965,265.965,0.000,265.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5682,2216.432,401.498,401.498,265.807,265.807,0.000,265.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5683,2216.822,427.071,427.071,265.650,265.650,0.000,265.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5684,2217.213,445.274,445.274,265.492,265.492,0.000,265.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5685,2217.603,431.365,431.365,265.335,265.335,0.000,265.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5686,2217.993,382.549,382.549,265.178,265.178,0.000,265.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5687,2218.384,411.301,411.301,265.020,265.020,0.000,265.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5688,2218.774,402.252,402.252,264.863,264.863,0.000,264.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5689,2219.164,409.390,409.390,264.705,264.705,0.000,264.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5690,2219.554,396.939,396.939,264.548,264.548,0.000,264.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5691,2219.944,405.729,405.729,264.390,264.390,0.000,264.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5692,2220.334,395.387,395.387,264.233,264.233,0.000,264.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5693,2220.724,418.998,418.998,264.076,264.076,0.000,264.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5694,2221.114,404.793,404.793,263.918,263.918,0.000,263.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5695,2221.503,449.733,449.733,263.761,263.761,0.000,263.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5696,2221.893,398.795,398.795,263.603,263.603,0.000,263.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5697,2222.283,383.690,383.690,263.446,263.446,0.000,263.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5698,2222.673,404.166,404.166,263.288,263.288,0.000,263.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5699,2223.062,441.459,441.459,263.131,263.131,0.000,263.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5700,2223.452,392.651,392.651,262.974,262.974,0.000,262.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5701,2223.841,354.847,354.847,262.816,262.816,0.000,262.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5702,2224.231,392.139,392.139,262.659,262.659,0.000,262.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5703,2224.620,418.705,418.705,262.501,262.501,0.000,262.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5704,2225.009,389.453,389.453,262.344,262.344,0.000,262.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5705,2225.399,387.080,387.080,262.187,262.187,0.000,262.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5706,2225.788,400.447,400.447,262.029,262.029,0.000,262.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5707,2226.177,391.584,391.584,261.872,261.872,0.000,261.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5708,2226.566,411.843,411.843,261.714,261.714,0.000,261.714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5709,2226.955,358.821,358.821,261.557,261.557,0.000,261.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5710,2227.344,423.961,423.961,261.399,261.399,0.000,261.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5711,2227.733,340.819,340.819,261.242,261.242,0.000,261.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5712,2228.122,383.990,383.990,261.085,261.085,0.000,261.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5713,2228.511,403.503,403.503,260.927,260.927,0.000,260.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5714,2228.900,426.122,426.122,260.770,260.770,0.000,260.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5715,2229.289,344.588,344.588,260.612,260.612,0.000,260.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5716,2229.677,364.289,364.289,260.455,260.455,0.000,260.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5717,2230.066,382.813,382.813,260.297,260.297,0.000,260.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5718,2230.455,379.091,379.091,260.140,260.140,0.000,260.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5719,2230.843,383.890,383.890,259.983,259.983,0.000,259.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5720,2231.232,421.482,421.482,259.825,259.825,0.000,259.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5721,2231.620,374.756,374.756,259.668,259.668,0.000,259.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5722,2232.008,360.994,360.994,259.510,259.510,0.000,259.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5723,2232.397,361.164,361.164,259.353,259.353,0.000,259.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5724,2232.785,377.969,377.969,259.195,259.195,0.000,259.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5725,2233.173,398.057,398.057,259.038,259.038,0.000,259.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5726,2233.561,372.074,372.074,258.881,258.881,0.000,258.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5727,2233.950,363.664,363.664,258.723,258.723,0.000,258.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5728,2234.338,401.060,401.060,258.566,258.566,0.000,258.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5729,2234.726,378.163,378.163,258.408,258.408,0.000,258.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5730,2235.114,408.789,408.789,258.251,258.251,0.000,258.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5731,2235.502,365.025,365.025,258.093,258.093,0.000,258.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5732,2235.889,391.742,391.742,257.936,257.936,0.000,257.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5733,2236.277,391.111,391.111,257.779,257.779,0.000,257.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5734,2236.665,328.948,328.948,257.621,257.621,0.000,257.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5735,2237.053,354.730,354.730,257.464,257.464,0.000,257.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5736,2237.440,379.951,379.951,257.306,257.306,0.000,257.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5737,2237.828,383.834,383.834,257.149,257.149,0.000,257.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5738,2238.215,374.187,374.187,256.991,256.991,0.000,256.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5739,2238.603,373.216,373.216,256.834,256.834,0.000,256.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5740,2238.990,381.883,381.883,256.677,256.677,0.000,256.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5741,2239.378,358.500,358.500,256.519,256.519,0.000,256.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5742,2239.765,391.469,391.469,256.362,256.362,0.000,256.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5743,2240.152,365.450,365.450,256.204,256.204,0.000,256.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5744,2240.539,325.016,325.016,256.047,256.047,0.000,256.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5745,2240.927,364.890,364.890,255.889,255.889,0.000,255.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5746,2241.314,404.812,404.812,255.732,255.732,0.000,255.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5747,2241.701,360.283,360.283,255.575,255.575,0.000,255.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5748,2242.088,359.921,359.921,255.417,255.417,0.000,255.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5749,2242.475,380.401,380.401,255.260,255.260,0.000,255.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5750,2242.862,390.703,390.703,255.102,255.102,0.000,255.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5751,2243.248,336.090,336.090,254.945,254.945,0.000,254.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5752,2243.635,342.624,342.624,254.787,254.787,0.000,254.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5753,2244.022,347.814,347.814,254.630,254.630,0.000,254.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5754,2244.409,361.355,361.355,254.473,254.473,0.000,254.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5755,2244.795,358.589,358.589,254.315,254.315,0.000,254.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5756,2245.182,373.226,373.226,254.158,254.158,0.000,254.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5757,2245.568,342.298,342.298,254.000,254.000,0.000,254.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5758,2245.955,357.350,357.350,253.843,253.843,0.000,253.843,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5759,2246.341,380.017,380.017,253.686,253.686,0.000,253.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5760,2246.727,334.917,334.917,253.528,253.528,0.000,253.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5761,2247.114,315.042,315.042,253.371,253.371,0.000,253.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5762,2247.500,340.744,340.744,253.213,253.213,0.000,253.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5763,2247.886,347.600,347.600,253.056,253.056,0.000,253.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5764,2248.272,381.201,381.201,252.898,252.898,0.000,252.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5765,2248.658,331.004,331.004,252.741,252.741,0.000,252.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5766,2249.044,338.552,338.552,252.584,252.584,0.000,252.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5767,2249.430,316.758,316.758,252.426,252.426,0.000,252.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5768,2249.816,368.244,368.244,252.269,252.269,0.000,252.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5769,2250.202,369.156,369.156,252.111,252.111,0.000,252.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5770,2250.588,334.787,334.787,251.954,251.954,0.000,251.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5771,2250.973,319.642,319.642,251.796,251.796,0.000,251.796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5772,2251.359,312.469,312.469,251.639,251.639,0.000,251.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5773,2251.745,337.654,337.654,251.482,251.482,0.000,251.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5774,2252.130,295.577,295.577,251.324,251.324,0.000,251.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5775,2252.516,334.083,334.083,251.167,251.167,0.000,251.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5776,2252.901,336.660,336.660,251.009,251.009,0.000,251.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5777,2253.287,305.691,305.691,250.852,250.852,0.000,250.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5778,2253.672,344.098,344.098,250.694,250.694,0.000,250.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5779,2254.057,341.430,341.430,250.537,250.537,0.000,250.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5780,2254.442,327.961,327.961,250.380,250.380,0.000,250.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5781,2254.828,334.241,334.241,250.222,250.222,0.000,250.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5782,2255.213,350.618,350.618,250.065,250.065,0.000,250.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5783,2255.598,327.473,327.473,249.907,249.907,0.000,249.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5784,2255.983,325.821,325.821,249.750,249.750,0.000,249.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5785,2256.368,348.258,348.258,249.592,249.592,0.000,249.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5786,2256.752,330.504,330.504,249.435,249.435,0.000,249.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5787,2257.137,316.485,316.485,249.278,249.278,0.000,249.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5788,2257.522,342.740,342.740,249.120,249.120,0.000,249.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
